Date,Count,Date,Census_Tracts,PoliceDistrict
2018-09-23,19,2018-09-23,2401.0,Southern
2018-09-30,15,2018-09-30,2401.0,Southern
2018-10-07,30,2018-10-07,2401.0,Southern
2018-10-14,16,2018-10-14,2401.0,Southern
2018-10-21,19,2018-10-21,2401.0,Southern
2018-10-28,10,2018-10-28,2401.0,Southern
2018-11-04,18,2018-11-04,2401.0,Southern
2018-11-11,15,2018-11-11,2401.0,Southern
2018-11-18,11,2018-11-18,2401.0,Southern
2018-11-25,11,2018-11-25,2401.0,Southern
2018-12-02,13,2018-12-02,2401.0,Southern
2018-12-09,9,2018-12-09,2401.0,Southern
2018-12-16,25,2018-12-16,2401.0,Southern
2018-12-23,8,2018-12-23,2401.0,Southern
2018-12-30,16,2018-12-30,2401.0,Southern
2013-07-07,40,2013-07-07,2707.02,Northeastern
2013-07-14,37,2013-07-14,2707.02,Northeastern
2013-07-21,41,2013-07-21,2707.02,Northeastern
2013-07-28,60,2013-07-28,2707.02,Northeastern
2013-08-04,45,2013-08-04,2707.02,Northeastern
2013-08-11,50,2013-08-11,2707.02,Northeastern
2013-08-18,44,2013-08-18,2707.02,Northeastern
2013-08-25,34,2013-08-25,2707.02,Northeastern
2013-09-01,49,2013-09-01,2707.02,Northeastern
2013-09-08,33,2013-09-08,2707.02,Northeastern
2013-09-15,38,2013-09-15,2707.02,Northeastern
2013-09-22,33,2013-09-22,2707.02,Northeastern
2013-09-29,46,2013-09-29,2707.02,Northeastern
2013-10-06,32,2013-10-06,2707.02,Northeastern
2013-10-13,32,2013-10-13,2707.02,Northeastern
2013-10-20,43,2013-10-20,2707.02,Northeastern
2013-10-27,36,2013-10-27,2707.02,Northeastern
2013-11-03,41,2013-11-03,2707.02,Northeastern
2013-11-10,38,2013-11-10,2707.02,Northeastern
2013-11-17,30,2013-11-17,2707.02,Northeastern
2013-11-24,35,2013-11-24,2707.02,Northeastern
2013-12-01,31,2013-12-01,2707.02,Northeastern
2013-12-08,21,2013-12-08,2707.02,Northeastern
2013-12-15,20,2013-12-15,2707.02,Northeastern
2013-12-22,36,2013-12-22,2707.02,Northeastern
2013-12-29,20,2013-12-29,2707.02,Northeastern
2014-01-05,28,2014-01-05,2707.02,Northeastern
2014-01-12,37,2014-01-12,2707.02,Northeastern
2014-01-19,23,2014-01-19,2707.02,Northeastern
2014-01-26,25,2014-01-26,2707.02,Northeastern
2014-02-02,41,2014-02-02,2707.02,Northeastern
2014-02-09,37,2014-02-09,2707.02,Northeastern
2014-02-16,21,2014-02-16,2707.02,Northeastern
2014-02-23,28,2014-02-23,2707.02,Northeastern
2014-03-02,53,2014-03-02,2707.02,Northeastern
2014-03-09,31,2014-03-09,2707.02,Northeastern
2014-03-16,42,2014-03-16,2707.02,Northeastern
2014-03-23,37,2014-03-23,2707.02,Northeastern
2014-03-30,40,2014-03-30,2707.02,Northeastern
2014-04-06,49,2014-04-06,2707.02,Northeastern
2014-04-13,34,2014-04-13,2707.02,Northeastern
2014-04-20,36,2014-04-20,2707.02,Northeastern
2014-04-27,22,2014-04-27,2707.02,Northeastern
2014-05-04,43,2014-05-04,2707.02,Northeastern
2014-05-11,42,2014-05-11,2707.02,Northeastern
2014-05-18,57,2014-05-18,2707.02,Northeastern
2014-05-25,61,2014-05-25,2707.02,Northeastern
2014-06-01,52,2014-06-01,2707.02,Northeastern
2014-06-08,28,2014-06-08,2707.02,Northeastern
2014-06-15,31,2014-06-15,2707.02,Northeastern
2014-06-22,36,2014-06-22,2707.02,Northeastern
2014-06-29,34,2014-06-29,2707.02,Northeastern
2014-07-06,34,2014-07-06,2707.02,Northeastern
2014-07-13,30,2014-07-13,2707.02,Northeastern
2014-07-20,26,2014-07-20,2707.02,Northeastern
2014-07-27,43,2014-07-27,2707.02,Northeastern
2014-08-03,34,2014-08-03,2707.02,Northeastern
2014-08-10,30,2014-08-10,2707.02,Northeastern
2014-08-17,13,2014-08-17,2707.02,Northeastern
2014-08-24,31,2014-08-24,2707.02,Northeastern
2014-08-31,35,2014-08-31,2707.02,Northeastern
2014-09-07,43,2014-09-07,2707.02,Northeastern
2014-09-14,37,2014-09-14,2707.02,Northeastern
2014-09-21,43,2014-09-21,2707.02,Northeastern
2014-09-28,42,2014-09-28,2707.02,Northeastern
2014-10-05,45,2014-10-05,2707.02,Northeastern
2014-10-12,32,2014-10-12,2707.02,Northeastern
2014-10-19,42,2014-10-19,2707.02,Northeastern
2014-10-26,40,2014-10-26,2707.02,Northeastern
2014-11-02,35,2014-11-02,2707.02,Northeastern
2014-11-09,30,2014-11-09,2707.02,Northeastern
2014-11-16,59,2014-11-16,2707.02,Northeastern
2014-11-23,48,2014-11-23,2707.02,Northeastern
2014-11-30,29,2014-11-30,2707.02,Northeastern
2014-12-07,28,2014-12-07,2707.02,Northeastern
2014-12-14,34,2014-12-14,2707.02,Northeastern
2014-12-21,41,2014-12-21,2707.02,Northeastern
2014-12-28,26,2014-12-28,2707.02,Northeastern
2015-01-04,22,2015-01-04,2707.02,Northeastern
2015-01-11,36,2015-01-11,2707.02,Northeastern
2015-01-18,28,2015-01-18,2707.02,Northeastern
2015-01-25,20,2015-01-25,2707.02,Northeastern
2015-02-01,30,2015-02-01,2707.02,Northeastern
2015-02-08,19,2015-02-08,2707.02,Northeastern
2015-02-15,41,2015-02-15,2707.02,Northeastern
2015-02-22,38,2015-02-22,2707.02,Northeastern
2015-03-01,57,2015-03-01,2707.02,Northeastern
2015-03-08,30,2015-03-08,2707.02,Northeastern
2015-03-15,30,2015-03-15,2707.02,Northeastern
2015-03-22,28,2015-03-22,2707.02,Northeastern
2015-03-29,29,2015-03-29,2707.02,Northeastern
2015-04-05,41,2015-04-05,2707.02,Northeastern
2015-04-12,21,2015-04-12,2707.02,Northeastern
2015-04-19,45,2015-04-19,2707.02,Northeastern
2015-04-26,54,2015-04-26,2707.02,Northeastern
2015-05-03,38,2015-05-03,2707.02,Northeastern
2015-05-10,51,2015-05-10,2707.02,Northeastern
2015-05-17,41,2015-05-17,2707.02,Northeastern
2015-05-24,35,2015-05-24,2707.02,Northeastern
2015-05-31,60,2015-05-31,2707.02,Northeastern
2015-06-07,39,2015-06-07,2707.02,Northeastern
2015-06-14,36,2015-06-14,2707.02,Northeastern
2015-06-21,36,2015-06-21,2707.02,Northeastern
2015-06-28,40,2015-06-28,2707.02,Northeastern
2015-07-05,34,2015-07-05,2707.02,Northeastern
2015-07-12,18,2015-07-12,2707.02,Northeastern
2015-07-19,46,2015-07-19,2707.02,Northeastern
2015-07-26,39,2015-07-26,2707.02,Northeastern
2015-08-02,33,2015-08-02,2707.02,Northeastern
2015-08-09,30,2015-08-09,2707.02,Northeastern
2015-08-16,41,2015-08-16,2707.02,Northeastern
2015-08-23,49,2015-08-23,2707.02,Northeastern
2015-08-30,69,2015-08-30,2707.02,Northeastern
2015-09-06,46,2015-09-06,2707.02,Northeastern
2015-09-13,37,2015-09-13,2707.02,Northeastern
2015-09-20,67,2015-09-20,2707.02,Northeastern
2015-09-27,58,2015-09-27,2707.02,Northeastern
2015-10-04,52,2015-10-04,2707.02,Northeastern
2015-10-11,58,2015-10-11,2707.02,Northeastern
2015-10-18,55,2015-10-18,2707.02,Northeastern
2015-10-25,68,2015-10-25,2707.02,Northeastern
2015-11-01,54,2015-11-01,2707.02,Northeastern
2015-11-08,61,2015-11-08,2707.02,Northeastern
2015-11-15,36,2015-11-15,2707.02,Northeastern
2015-11-22,59,2015-11-22,2707.02,Northeastern
2015-11-29,31,2015-11-29,2707.02,Northeastern
2015-12-06,45,2015-12-06,2707.02,Northeastern
2015-12-13,44,2015-12-13,2707.02,Northeastern
2015-12-20,52,2015-12-20,2707.02,Northeastern
2015-12-27,40,2015-12-27,2707.02,Northeastern
2016-01-03,41,2016-01-03,2707.02,Northeastern
2016-01-10,31,2016-01-10,2707.02,Northeastern
2016-01-17,52,2016-01-17,2707.02,Northeastern
2016-01-24,29,2016-01-24,2707.02,Northeastern
2016-01-31,35,2016-01-31,2707.02,Northeastern
2016-02-07,47,2016-02-07,2707.02,Northeastern
2016-02-14,42,2016-02-14,2707.02,Northeastern
2016-02-21,42,2016-02-21,2707.02,Northeastern
2016-02-28,32,2016-02-28,2707.02,Northeastern
2016-03-06,43,2016-03-06,2707.02,Northeastern
2016-03-13,51,2016-03-13,2707.02,Northeastern
2016-03-20,49,2016-03-20,2707.02,Northeastern
2016-03-27,50,2016-03-27,2707.02,Northeastern
2016-04-03,31,2016-04-03,2707.02,Northeastern
2016-04-10,57,2016-04-10,2707.02,Northeastern
2016-04-17,44,2016-04-17,2707.02,Northeastern
2016-04-24,39,2016-04-24,2707.02,Northeastern
2016-05-01,47,2016-05-01,2707.02,Northeastern
2016-05-08,33,2016-05-08,2707.02,Northeastern
2016-05-15,45,2016-05-15,2707.02,Northeastern
2016-05-22,45,2016-05-22,2707.02,Northeastern
2016-05-29,54,2016-05-29,2707.02,Northeastern
2016-06-05,46,2016-06-05,2707.02,Northeastern
2016-06-12,49,2016-06-12,2707.02,Northeastern
2016-06-19,45,2016-06-19,2707.02,Northeastern
2016-06-26,57,2016-06-26,2707.02,Northeastern
2016-07-03,65,2016-07-03,2707.02,Northeastern
2016-07-10,57,2016-07-10,2707.02,Northeastern
2016-07-17,23,2016-07-17,2707.02,Northeastern
2016-07-24,40,2016-07-24,2707.02,Northeastern
2016-07-31,34,2016-07-31,2707.02,Northeastern
2016-08-07,47,2016-08-07,2707.02,Northeastern
2016-08-14,39,2016-08-14,2707.02,Northeastern
2016-08-21,34,2016-08-21,2707.02,Northeastern
2016-08-28,25,2016-08-28,2707.02,Northeastern
2016-09-04,31,2016-09-04,2707.02,Northeastern
2016-09-11,71,2016-09-11,2707.02,Northeastern
2016-09-18,35,2016-09-18,2707.02,Northeastern
2016-09-25,33,2016-09-25,2707.02,Northeastern
2016-10-02,48,2016-10-02,2707.02,Northeastern
2016-10-09,40,2016-10-09,2707.02,Northeastern
2016-10-16,45,2016-10-16,2707.02,Northeastern
2016-10-23,50,2016-10-23,2707.02,Northeastern
2016-10-30,40,2016-10-30,2707.02,Northeastern
2016-11-06,43,2016-11-06,2707.02,Northeastern
2016-11-13,41,2016-11-13,2707.02,Northeastern
2016-11-20,37,2016-11-20,2707.02,Northeastern
2016-11-27,36,2016-11-27,2707.02,Northeastern
2016-12-04,30,2016-12-04,2707.02,Northeastern
2016-12-11,25,2016-12-11,2707.02,Northeastern
2016-12-18,19,2016-12-18,2707.02,Northeastern
2016-12-25,35,2016-12-25,2707.02,Northeastern
2017-01-01,19,2017-01-01,2707.02,Northeastern
2017-01-08,21,2017-01-08,2707.02,Northeastern
2017-01-15,23,2017-01-15,2707.02,Northeastern
2017-01-22,32,2017-01-22,2707.02,Northeastern
2017-01-29,52,2017-01-29,2707.02,Northeastern
2017-02-05,34,2017-02-05,2707.02,Northeastern
2017-02-12,35,2017-02-12,2707.02,Northeastern
2017-02-19,38,2017-02-19,2707.02,Northeastern
2017-02-26,36,2017-02-26,2707.02,Northeastern
2017-03-05,43,2017-03-05,2707.02,Northeastern
2017-03-12,31,2017-03-12,2707.02,Northeastern
2017-03-19,30,2017-03-19,2707.02,Northeastern
2017-03-26,26,2017-03-26,2707.02,Northeastern
2017-04-02,31,2017-04-02,2707.02,Northeastern
2017-04-09,50,2017-04-09,2707.02,Northeastern
2017-04-16,33,2017-04-16,2707.02,Northeastern
2017-04-23,34,2017-04-23,2707.02,Northeastern
2017-04-30,45,2017-04-30,2707.02,Northeastern
2017-05-07,54,2017-05-07,2707.02,Northeastern
2017-05-14,49,2017-05-14,2707.02,Northeastern
2017-05-21,46,2017-05-21,2707.02,Northeastern
2017-05-28,47,2017-05-28,2707.02,Northeastern
2017-06-04,38,2017-06-04,2707.02,Northeastern
2017-06-11,50,2017-06-11,2707.02,Northeastern
2017-06-18,23,2017-06-18,2707.02,Northeastern
2017-06-25,35,2017-06-25,2707.02,Northeastern
2017-07-02,28,2017-07-02,2707.02,Northeastern
2017-07-09,27,2017-07-09,2707.02,Northeastern
2017-07-16,38,2017-07-16,2707.02,Northeastern
2017-07-23,32,2017-07-23,2707.02,Northeastern
2017-07-30,39,2017-07-30,2707.02,Northeastern
2017-08-06,32,2017-08-06,2707.02,Northeastern
2017-08-13,23,2017-08-13,2707.02,Northeastern
2017-08-20,41,2017-08-20,2707.02,Northeastern
2017-08-27,24,2017-08-27,2707.02,Northeastern
2017-09-03,43,2017-09-03,2707.02,Northeastern
2017-09-10,30,2017-09-10,2707.02,Northeastern
2017-09-17,35,2017-09-17,2707.02,Northeastern
2017-09-24,34,2017-09-24,2707.02,Northeastern
2017-10-01,41,2017-10-01,2707.02,Northeastern
2017-10-08,45,2017-10-08,2707.02,Northeastern
2017-10-15,40,2017-10-15,2707.02,Northeastern
2017-10-22,34,2017-10-22,2707.02,Northeastern
2017-10-29,23,2017-10-29,2707.02,Northeastern
2017-11-05,39,2017-11-05,2707.02,Northeastern
2017-11-12,20,2017-11-12,2707.02,Northeastern
2017-11-19,53,2017-11-19,2707.02,Northeastern
2017-11-26,38,2017-11-26,2707.02,Northeastern
2017-12-03,16,2017-12-03,2707.02,Northeastern
2017-12-10,41,2017-12-10,2707.02,Northeastern
2017-12-17,51,2017-12-17,2707.02,Northeastern
2017-12-24,43,2017-12-24,2707.02,Northeastern
2017-12-31,22,2017-12-31,2707.02,Northeastern
2018-01-07,29,2018-01-07,2707.02,Northeastern
2018-01-14,29,2018-01-14,2707.02,Northeastern
2018-01-21,35,2018-01-21,2707.02,Northeastern
2018-01-28,39,2018-01-28,2707.02,Northeastern
2018-02-04,21,2018-02-04,2707.02,Northeastern
2018-02-11,42,2018-02-11,2707.02,Northeastern
2018-02-18,26,2018-02-18,2707.02,Northeastern
2018-02-25,28,2018-02-25,2707.02,Northeastern
2018-03-04,30,2018-03-04,2707.02,Northeastern
2018-03-11,23,2018-03-11,2707.02,Northeastern
2018-03-18,21,2018-03-18,2707.02,Northeastern
2018-03-25,22,2018-03-25,2707.02,Northeastern
2018-04-01,46,2018-04-01,2707.02,Northeastern
2018-04-08,34,2018-04-08,2707.02,Northeastern
2018-04-15,19,2018-04-15,2707.02,Northeastern
2018-04-22,29,2018-04-22,2707.02,Northeastern
2018-04-29,29,2018-04-29,2707.02,Northeastern
2018-05-06,17,2018-05-06,2707.02,Northeastern
2018-05-13,40,2018-05-13,2707.02,Northeastern
2018-05-20,28,2018-05-20,2707.02,Northeastern
2018-05-27,31,2018-05-27,2707.02,Northeastern
2018-06-03,24,2018-06-03,2707.02,Northeastern
2018-06-10,35,2018-06-10,2707.02,Northeastern
2018-06-17,31,2018-06-17,2707.02,Northeastern
2018-06-24,31,2018-06-24,2707.02,Northeastern
2018-07-01,24,2018-07-01,2707.02,Northeastern
2018-07-08,28,2018-07-08,2707.02,Northeastern
2018-07-15,35,2018-07-15,2707.02,Northeastern
2018-07-22,21,2018-07-22,2707.02,Northeastern
2018-07-29,32,2018-07-29,2707.02,Northeastern
2018-08-05,30,2018-08-05,2707.02,Northeastern
2018-08-12,28,2018-08-12,2707.02,Northeastern
2018-08-19,25,2018-08-19,2707.02,Northeastern
2018-08-26,35,2018-08-26,2707.02,Northeastern
2018-09-02,53,2018-09-02,2707.02,Northeastern
2018-09-09,46,2018-09-09,2707.02,Northeastern
2018-09-16,51,2018-09-16,2707.02,Northeastern
2018-09-23,37,2018-09-23,2707.02,Northeastern
2018-09-30,51,2018-09-30,2707.02,Northeastern
2018-10-07,36,2018-10-07,2707.02,Northeastern
2018-10-14,40,2018-10-14,2707.02,Northeastern
2018-10-21,37,2018-10-21,2707.02,Northeastern
2018-10-28,30,2018-10-28,2707.02,Northeastern
2018-11-04,38,2018-11-04,2707.02,Northeastern
2018-11-11,31,2018-11-11,2707.02,Northeastern
2018-11-18,35,2018-11-18,2707.02,Northeastern
2018-11-25,35,2018-11-25,2707.02,Northeastern
2018-12-02,52,2018-12-02,2707.02,Northeastern
2018-12-09,47,2018-12-09,2707.02,Northeastern
2018-12-16,65,2018-12-16,2707.02,Northeastern
2018-12-23,22,2018-12-23,2707.02,Northeastern
2018-12-30,33,2018-12-30,2707.02,Northeastern
2019-01-06,2,2019-01-06,2707.02,Northeastern
2013-07-07,29,2013-07-07,201.0,Southeastern
2013-07-14,24,2013-07-14,201.0,Southeastern
2013-07-21,18,2013-07-21,201.0,Southeastern
2013-07-28,17,2013-07-28,201.0,Southeastern
2013-08-04,10,2013-08-04,201.0,Southeastern
2013-08-11,11,2013-08-11,201.0,Southeastern
2013-08-18,18,2013-08-18,201.0,Southeastern
2013-08-25,13,2013-08-25,201.0,Southeastern
2013-09-01,12,2013-09-01,201.0,Southeastern
2013-09-08,14,2013-09-08,201.0,Southeastern
2013-09-15,12,2013-09-15,201.0,Southeastern
2013-09-22,12,2013-09-22,201.0,Southeastern
2013-09-29,9,2013-09-29,201.0,Southeastern
2013-10-06,10,2013-10-06,201.0,Southeastern
2013-10-13,12,2013-10-13,201.0,Southeastern
2013-10-20,9,2013-10-20,201.0,Southeastern
2013-10-27,12,2013-10-27,201.0,Southeastern
2013-11-03,22,2013-11-03,201.0,Southeastern
2013-11-10,10,2013-11-10,201.0,Southeastern
2013-11-17,15,2013-11-17,201.0,Southeastern
2013-11-24,14,2013-11-24,201.0,Southeastern
2013-12-01,14,2013-12-01,201.0,Southeastern
2013-12-08,12,2013-12-08,201.0,Southeastern
2013-12-15,6,2013-12-15,201.0,Southeastern
2013-12-22,20,2013-12-22,201.0,Southeastern
2013-12-29,10,2013-12-29,201.0,Southeastern
2014-01-05,11,2014-01-05,201.0,Southeastern
2014-01-12,20,2014-01-12,201.0,Southeastern
2014-01-19,19,2014-01-19,201.0,Southeastern
2014-01-26,9,2014-01-26,201.0,Southeastern
2014-02-02,12,2014-02-02,201.0,Southeastern
2014-02-09,7,2014-02-09,201.0,Southeastern
2014-02-16,9,2014-02-16,201.0,Southeastern
2014-02-23,14,2014-02-23,201.0,Southeastern
2014-03-02,13,2014-03-02,201.0,Southeastern
2014-03-09,5,2014-03-09,201.0,Southeastern
2014-03-16,6,2014-03-16,201.0,Southeastern
2014-03-23,6,2014-03-23,201.0,Southeastern
2014-03-30,9,2014-03-30,201.0,Southeastern
2014-04-06,6,2014-04-06,201.0,Southeastern
2014-04-13,11,2014-04-13,201.0,Southeastern
2014-04-20,12,2014-04-20,201.0,Southeastern
2014-04-27,24,2014-04-27,201.0,Southeastern
2014-05-04,14,2014-05-04,201.0,Southeastern
2014-05-11,16,2014-05-11,201.0,Southeastern
2014-05-18,17,2014-05-18,201.0,Southeastern
2014-05-25,15,2014-05-25,201.0,Southeastern
2014-06-01,23,2014-06-01,201.0,Southeastern
2014-06-08,11,2014-06-08,201.0,Southeastern
2014-06-15,13,2014-06-15,201.0,Southeastern
2014-06-22,20,2014-06-22,201.0,Southeastern
2014-06-29,21,2014-06-29,201.0,Southeastern
2014-07-06,9,2014-07-06,201.0,Southeastern
2014-07-13,10,2014-07-13,201.0,Southeastern
2014-07-20,12,2014-07-20,201.0,Southeastern
2014-07-27,13,2014-07-27,201.0,Southeastern
2014-08-03,7,2014-08-03,201.0,Southeastern
2014-08-10,8,2014-08-10,201.0,Southeastern
2014-08-17,8,2014-08-17,201.0,Southeastern
2014-08-24,15,2014-08-24,201.0,Southeastern
2014-08-31,13,2014-08-31,201.0,Southeastern
2014-09-07,8,2014-09-07,201.0,Southeastern
2014-09-14,11,2014-09-14,201.0,Southeastern
2014-09-21,7,2014-09-21,201.0,Southeastern
2014-09-28,11,2014-09-28,201.0,Southeastern
2014-10-05,13,2014-10-05,201.0,Southeastern
2014-10-12,8,2014-10-12,201.0,Southeastern
2014-10-19,14,2014-10-19,201.0,Southeastern
2014-10-26,13,2014-10-26,201.0,Southeastern
2014-11-02,7,2014-11-02,201.0,Southeastern
2014-11-09,21,2014-11-09,201.0,Southeastern
2014-11-16,22,2014-11-16,201.0,Southeastern
2014-11-23,12,2014-11-23,201.0,Southeastern
2014-11-30,8,2014-11-30,201.0,Southeastern
2014-12-07,7,2014-12-07,201.0,Southeastern
2014-12-14,10,2014-12-14,201.0,Southeastern
2014-12-21,12,2014-12-21,201.0,Southeastern
2014-12-28,8,2014-12-28,201.0,Southeastern
2015-01-04,7,2015-01-04,201.0,Southeastern
2015-01-11,11,2015-01-11,201.0,Southeastern
2015-01-18,13,2015-01-18,201.0,Southeastern
2015-01-25,6,2015-01-25,201.0,Southeastern
2015-02-01,13,2015-02-01,201.0,Southeastern
2015-02-08,9,2015-02-08,201.0,Southeastern
2015-02-15,16,2015-02-15,201.0,Southeastern
2015-02-22,11,2015-02-22,201.0,Southeastern
2015-03-01,7,2015-03-01,201.0,Southeastern
2015-03-08,18,2015-03-08,201.0,Southeastern
2015-03-15,14,2015-03-15,201.0,Southeastern
2015-03-22,16,2015-03-22,201.0,Southeastern
2015-03-29,15,2015-03-29,201.0,Southeastern
2015-04-05,20,2015-04-05,201.0,Southeastern
2015-04-12,16,2015-04-12,201.0,Southeastern
2015-04-19,28,2015-04-19,201.0,Southeastern
2015-04-26,18,2015-04-26,201.0,Southeastern
2015-05-03,22,2015-05-03,201.0,Southeastern
2015-05-10,13,2015-05-10,201.0,Southeastern
2015-05-17,12,2015-05-17,201.0,Southeastern
2015-05-24,21,2015-05-24,201.0,Southeastern
2015-05-31,23,2015-05-31,201.0,Southeastern
2015-06-07,14,2015-06-07,201.0,Southeastern
2015-06-14,18,2015-06-14,201.0,Southeastern
2015-06-21,14,2015-06-21,201.0,Southeastern
2015-06-28,14,2015-06-28,201.0,Southeastern
2015-07-05,29,2015-07-05,201.0,Southeastern
2015-07-12,17,2015-07-12,201.0,Southeastern
2015-07-19,29,2015-07-19,201.0,Southeastern
2015-07-26,23,2015-07-26,201.0,Southeastern
2015-08-02,20,2015-08-02,201.0,Southeastern
2015-08-09,26,2015-08-09,201.0,Southeastern
2015-08-16,27,2015-08-16,201.0,Southeastern
2015-08-23,22,2015-08-23,201.0,Southeastern
2015-08-30,21,2015-08-30,201.0,Southeastern
2015-09-06,18,2015-09-06,201.0,Southeastern
2015-09-13,17,2015-09-13,201.0,Southeastern
2015-09-20,15,2015-09-20,201.0,Southeastern
2015-09-27,36,2015-09-27,201.0,Southeastern
2015-10-04,23,2015-10-04,201.0,Southeastern
2015-10-11,34,2015-10-11,201.0,Southeastern
2015-10-18,28,2015-10-18,201.0,Southeastern
2015-10-25,30,2015-10-25,201.0,Southeastern
2015-11-01,38,2015-11-01,201.0,Southeastern
2015-11-08,44,2015-11-08,201.0,Southeastern
2015-11-15,17,2015-11-15,201.0,Southeastern
2015-11-22,24,2015-11-22,201.0,Southeastern
2015-11-29,18,2015-11-29,201.0,Southeastern
2015-12-06,31,2015-12-06,201.0,Southeastern
2015-12-13,43,2015-12-13,201.0,Southeastern
2015-12-20,22,2015-12-20,201.0,Southeastern
2015-12-27,13,2015-12-27,201.0,Southeastern
2016-01-03,22,2016-01-03,201.0,Southeastern
2016-01-10,13,2016-01-10,201.0,Southeastern
2016-01-17,17,2016-01-17,201.0,Southeastern
2016-01-24,16,2016-01-24,201.0,Southeastern
2016-01-31,18,2016-01-31,201.0,Southeastern
2016-02-07,21,2016-02-07,201.0,Southeastern
2016-02-14,21,2016-02-14,201.0,Southeastern
2016-02-21,22,2016-02-21,201.0,Southeastern
2016-02-28,22,2016-02-28,201.0,Southeastern
2016-03-06,14,2016-03-06,201.0,Southeastern
2016-03-13,16,2016-03-13,201.0,Southeastern
2016-03-20,25,2016-03-20,201.0,Southeastern
2016-03-27,18,2016-03-27,201.0,Southeastern
2016-04-03,18,2016-04-03,201.0,Southeastern
2016-04-10,19,2016-04-10,201.0,Southeastern
2016-04-17,16,2016-04-17,201.0,Southeastern
2016-04-24,19,2016-04-24,201.0,Southeastern
2016-05-01,13,2016-05-01,201.0,Southeastern
2016-05-08,11,2016-05-08,201.0,Southeastern
2016-05-15,16,2016-05-15,201.0,Southeastern
2016-05-22,11,2016-05-22,201.0,Southeastern
2016-05-29,21,2016-05-29,201.0,Southeastern
2016-06-05,20,2016-06-05,201.0,Southeastern
2016-06-12,12,2016-06-12,201.0,Southeastern
2016-06-19,23,2016-06-19,201.0,Southeastern
2016-06-26,13,2016-06-26,201.0,Southeastern
2016-07-03,15,2016-07-03,201.0,Southeastern
2016-07-10,26,2016-07-10,201.0,Southeastern
2016-07-17,12,2016-07-17,201.0,Southeastern
2016-07-24,13,2016-07-24,201.0,Southeastern
2016-07-31,19,2016-07-31,201.0,Southeastern
2016-08-07,24,2016-08-07,201.0,Southeastern
2016-08-14,10,2016-08-14,201.0,Southeastern
2016-08-21,14,2016-08-21,201.0,Southeastern
2016-08-28,15,2016-08-28,201.0,Southeastern
2016-09-04,16,2016-09-04,201.0,Southeastern
2016-09-11,8,2016-09-11,201.0,Southeastern
2016-09-18,12,2016-09-18,201.0,Southeastern
2016-09-25,14,2016-09-25,201.0,Southeastern
2016-10-02,16,2016-10-02,201.0,Southeastern
2016-10-09,21,2016-10-09,201.0,Southeastern
2016-10-16,17,2016-10-16,201.0,Southeastern
2016-10-23,31,2016-10-23,201.0,Southeastern
2016-10-30,14,2016-10-30,201.0,Southeastern
2016-11-06,16,2016-11-06,201.0,Southeastern
2016-11-13,16,2016-11-13,201.0,Southeastern
2016-11-20,7,2016-11-20,201.0,Southeastern
2016-11-27,13,2016-11-27,201.0,Southeastern
2016-12-04,11,2016-12-04,201.0,Southeastern
2016-12-11,6,2016-12-11,201.0,Southeastern
2016-12-18,6,2016-12-18,201.0,Southeastern
2016-12-25,13,2016-12-25,201.0,Southeastern
2017-01-01,15,2017-01-01,201.0,Southeastern
2017-01-08,10,2017-01-08,201.0,Southeastern
2017-01-15,20,2017-01-15,201.0,Southeastern
2017-01-22,12,2017-01-22,201.0,Southeastern
2017-01-29,25,2017-01-29,201.0,Southeastern
2017-02-05,16,2017-02-05,201.0,Southeastern
2017-02-12,12,2017-02-12,201.0,Southeastern
2017-02-19,23,2017-02-19,201.0,Southeastern
2017-02-26,17,2017-02-26,201.0,Southeastern
2017-03-05,19,2017-03-05,201.0,Southeastern
2017-03-12,12,2017-03-12,201.0,Southeastern
2017-03-19,10,2017-03-19,201.0,Southeastern
2017-03-26,12,2017-03-26,201.0,Southeastern
2017-04-02,25,2017-04-02,201.0,Southeastern
2017-04-09,13,2017-04-09,201.0,Southeastern
2017-04-16,17,2017-04-16,201.0,Southeastern
2017-04-23,14,2017-04-23,201.0,Southeastern
2017-04-30,20,2017-04-30,201.0,Southeastern
2017-05-07,11,2017-05-07,201.0,Southeastern
2017-05-14,16,2017-05-14,201.0,Southeastern
2017-05-21,22,2017-05-21,201.0,Southeastern
2017-05-28,9,2017-05-28,201.0,Southeastern
2017-06-04,21,2017-06-04,201.0,Southeastern
2017-06-11,18,2017-06-11,201.0,Southeastern
2017-06-18,16,2017-06-18,201.0,Southeastern
2017-06-25,7,2017-06-25,201.0,Southeastern
2017-07-02,25,2017-07-02,201.0,Southeastern
2017-07-09,23,2017-07-09,201.0,Southeastern
2017-07-16,16,2017-07-16,201.0,Southeastern
2017-07-23,11,2017-07-23,201.0,Southeastern
2017-07-30,25,2017-07-30,201.0,Southeastern
2017-08-06,21,2017-08-06,201.0,Southeastern
2017-08-13,22,2017-08-13,201.0,Southeastern
2017-08-20,19,2017-08-20,201.0,Southeastern
2017-08-27,16,2017-08-27,201.0,Southeastern
2017-09-03,20,2017-09-03,201.0,Southeastern
2017-09-10,23,2017-09-10,201.0,Southeastern
2017-09-17,31,2017-09-17,201.0,Southeastern
2017-09-24,18,2017-09-24,201.0,Southeastern
2017-10-01,17,2017-10-01,201.0,Southeastern
2017-10-08,22,2017-10-08,201.0,Southeastern
